"Rooms","Type","Price","Distance","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount"
3,"h",775000,13.8,3,2,586,139.901330534957,1974.62259256758,"Banyule City Council",-37.7405,145.0886,"Eastern Metropolitan","2698"
3,"h",1040000,14.9,2,1,903,131,1950,"Banyule City Council",-37.7085,145.0824,"Northern Metropolitan","2329"
3,"h",906000,8,2,2,270,148.882466157889,1966.37909658786,"Hobsons Bay City Council",-37.8608,144.8803,"Western Metropolitan","6380"
4,"h",1805000,8,2,2,466,160,1930,"Hobsons Bay City Council",-37.8621,144.8872,"Western Metropolitan","6380"
4,"h",1126000,8,1,1,307,150,1900,"Hobsons Bay City Council",-37.8525,144.8945,"Western Metropolitan","6380"
3,"t",935000,8,2,1,233,194,2002,"Hobsons Bay City Council",-37.8573,144.8911,"Western Metropolitan","6380"
3,"h",1055000,7,1,3,670,116,1940,"Maribyrnong City Council",-37.8134,144.8745,"Western Metropolitan","6543"
3,"t",620000,7,3,1,0,141,2014,"Maribyrnong City Council",-37.8194,144.8826,"Western Metropolitan","6543"
4,"h",660000,7,1,2,360,128.435496023239,1910,"Maribyrnong City Council",-37.8212,144.8887,"Western Metropolitan","6543"
3,"h",681000,7,1,1,446,130.909227745739,1980.68435336565,"Maribyrnong City Council",-37.8183,144.8666,"Western Metropolitan","6543"
1,"u",345000,7,1,1,0,47,1970,"Maribyrnong City Council",-37.8111,144.887,"Western Metropolitan","6543"
3,"h",950000,7,1,2,240,84,1880,"Maribyrnong City Council",-37.8202,144.8896,"Western Metropolitan","6543"
3,"h",955000,7,1,1,202,151.840791360972,1963.79397851695,"Maribyrnong City Council",-37.8196,144.8839,"Western Metropolitan","6543"
2,"h",822000,7,1,3,539,143.38469799842,1971.49607063895,"Maribyrnong City Council",-37.8152,144.8703,"Western Metropolitan","6543"
3,"h",770000,9.5,1,4,762,139.500531742361,1960,"Banyule City Council",-37.7529,145.0406,"Eastern Metropolitan","790"
2,"u",510000,4.5,1,1,0,105.48006026315,1985.77531170439,"Moreland City Council",-37.7671,144.9746,"Northern Metropolitan","5533"
3,"h",1574000,4.5,3,2,336,207,2007,"Moreland City Council",-37.7664,144.9797,"Northern Metropolitan","5533"
2,"h",881000,3.5,1,1,172,94,1900,"Yarra City Council",-37.8283,145.012,"Northern Metropolitan","438"
4,"h",615000,12.4,2,3,476,122.514370287259,1977,"Hume City Council",-37.697,144.9655,"Northern Metropolitan","5070"
3,"u",735000,7.5,1,1,0,95,1970,"Boroondara City Council",-37.8414,145.0505,"Southern Metropolitan","6482"
4,"h",2920000,7.5,3,3,726,274.68632353764,1946.34827728674,"Boroondara City Council",-37.8239,145.0553,"Southern Metropolitan","6482"
3,"h",750000,10.6,1,2,577,140,1955,"Banyule City Council",-37.7494,145.0703,"Eastern Metropolitan","2890"
4,"h",1115000,10.6,4,2,642,160.418519630954,1950,"Banyule City Council",-37.7476,145.0676,"Eastern Metropolitan","2890"
2,"u",280000,14.5,1,1,197,60.4953611574764,1976.0493298796,"Hume City Council",-37.6859,144.9164,"Northern Metropolitan","851"
3,"h",425000,14.5,1,2,650,90,1975,"Hume City Council",-37.687,144.9084,"Northern Metropolitan","851"
4,"h",1500000,11.8,2,2,862,153,1970,"Glen Eira City Council",-37.8993,145.0447,"Southern Metropolitan","3578"
1,"u",260000,11.8,1,1,0,56.5173331599669,1970,"Glen Eira City Council",-37.9038,145.0454,"Southern Metropolitan","3578"
4,"t",915000,9.1,3,1,662,265,2016,"Hobsons Bay City Council",-37.8307,144.8725,"Western Metropolitan","984"
3,"h",662000,13.5,1,2,612,128.678897716118,1981.71588691179,"Moonee Valley City Council",-37.7169,144.8815,"Western Metropolitan","3464"
3,"h",2100000,3.3,1,1,120,123,1900,"Port Phillip City Council",-37.8427,144.9546,"Southern Metropolitan","3280"
3,"u",577000,13.8,2,1,205,113,2007,"Hobsons Bay City Council",-37.8684,144.815,"Western Metropolitan","5301"
3,"h",590000,11.1,1,2,561,118.85173943254,1984.67741172769,"Hobsons Bay City Council",-37.8444,144.8491,"Western Metropolitan","5132"
3,"h",1291000,5.9,1,2,414,167.954214068079,1953.78863577214,"Moonee Valley City Council",-37.7766,144.9185,"Western Metropolitan","6567"
3,"h",1130000,5.9,2,1,272,157,1900,"Moonee Valley City Council",-37.7774,144.928,"Western Metropolitan","6567"
3,"h",695000,10.5,1,2,588,132.459536041267,1979.86767797009,"Moonee Valley City Council",-37.771,144.8586,"Western Metropolitan","4502"
5,"h",1500000,9.2,2,2,605,177.466395198926,1948.74118532971,"Boroondara City Council",-37.7832,145.0796,"Southern Metropolitan","7809"
2,"u",735000,9.2,1,1,1075,136.47015842605,1970,"Boroondara City Council",-37.7953,145.0712,"Southern Metropolitan","7809"
2,"u",400000,13.1,1,1,0,84.4325005615479,1983.04492531834,"Whitehorse City Council",-37.8248,145.1215,"Eastern Metropolitan","4605"
3,"h",1170000,13.1,1,1,755,95,1920,"Whitehorse City Council",-37.8264,145.1248,"Eastern Metropolitan","4605"
3,"h",835000,5.2,1,0,302,144.279767213159,1970.64877695571,"Moreland City Council",-37.758,144.9724,"Northern Metropolitan","11918"
2,"h",705000,5.2,1,1,161,68,1910,"Moreland City Council",-37.7646,144.9586,"Northern Metropolitan","11918"
2,"h",800000,5.2,1,0,137,141.809959847846,1972.95063341848,"Moreland City Council",-37.7745,144.9558,"Northern Metropolitan","11918"
3,"h",995000,5.9,1,2,505,154.120687218387,1961.93306848803,"Moreland City Council",-37.757,144.9446,"Northern Metropolitan","7082"
3,"h",901000,5.9,1,4,357,148.569674176772,1966.65724517417,"Moreland City Council",-37.762,144.9497,"Northern Metropolitan","7082"
4,"h",1244000,11.8,2,2,530,166.093045578159,1955.23049841961,"Manningham City Council",-37.7735,145.088,"Eastern Metropolitan","4480"
2,"u",690500,9,1,1,118,131.969709338985,1980.13484230748,"Boroondara City Council",-37.8257,145.0856,"Southern Metropolitan","3265"
3,"h",990000,11.4,2,2,0,153.840900102071,1962.14914675375,"Glen Eira City Council",-37.8927,145.0644,"Southern Metropolitan","7822"
4,"t",1100000,11.4,3,2,305,159.682106690614,1996,"Glen Eira City Council",-37.8978,145.0506,"Southern Metropolitan","7822"
3,"h",1125000,11.4,1,1,604,120,1925,"Glen Eira City Council",-37.8993,145.0528,"Southern Metropolitan","7822"
3,"h",680000,7.8,1,2,462,72,1920,"Darebin City Council",-37.7448,144.9478,"Northern Metropolitan","11204"
1,"h",482500,7.8,1,1,108,100.420945892705,1985.57727414711,"Darebin City Council",-37.7554,144.9648,"Northern Metropolitan","11204"
3,"h",825000,7.8,1,2,577,131,1920,"Darebin City Council",-37.7459,144.9773,"Northern Metropolitan","11204"
3,"h",725000,7.8,1,0,238,131,1900,"Darebin City Council",-37.7539,144.9612,"Northern Metropolitan","11204"
4,"h",1250000,7.8,3,1,515,249,1900,"Darebin City Council",-37.7537,144.9766,"Northern Metropolitan","11204"
2,"t",570000,9.2,2,2,186,115.731885541366,1985.18278569083,"Darebin City Council",-37.7263,144.9843,"Northern Metropolitan","3445"
3,"h",1391000,13.9,1,1,764,175,1965,"Manningham City Council",-37.7934,145.1207,"Eastern Metropolitan","9028"
2,"u",452000,13.9,1,1,67,68,1975,"Manningham City Council",-37.7887,145.1436,"Eastern Metropolitan","9028"
2,"u",600000,10.3,1,1,112,95,1970,"Banyule City Council",-37.7669,145.0521,"Eastern Metropolitan","1651"
2,"h",895000,8.5,1,1,147,81,1915,"Glen Eira City Council",-37.8849,144.9993,"Southern Metropolitan","4898"
2,"u",736000,8,1,1,0,106,1940,"Moonee Valley City Council",-37.7412,144.8974,"Western Metropolitan","9264"
3,"h",1065000,5.8,1,2,630,157.901535979834,1930,"Darebin City Council",-37.7713,145.0196,"Northern Metropolitan","2970"
2,"u",660000,1.6,2,0,0,128.435496023239,1981.81874122711,"Yarra City Council",-37.8035,144.9826,"Northern Metropolitan","5825"
3,"h",2300000,3.5,1,2,475,241.049884299508,1941.57653920275,"Moreland City Council",-37.7786,144.9846,"Northern Metropolitan","6244"
2,"h",937500,3.5,1,0,100,72,1890,"Moreland City Council",-37.788,144.9791,"Northern Metropolitan","6244"
3,"h",991000,4.4,1,4,402,153.896962986826,1915,"Melbourne City Council",-37.7867,144.9249,"Northern Metropolitan","3593"
4,"h",600000,13,1,2,586,159,1968,"Moreland City Council",-37.6975,144.9065,"Northern Metropolitan","8870"
3,"h",390000,13.6,2,1,158,136,2005,"Moreland City Council",-37.7091,144.8958,"Western Metropolitan","1071"
5,"h",800000,12.1,2,1,808,141.809959847846,1972.95063341848,"Moreland City Council",-37.7091,144.9491,"Northern Metropolitan","2606"
4,"h",2200000,13.7,3,4,583,305,2000,"Bayside City Council",-37.9336,144.9999,"Southern Metropolitan","5454"
2,"u",665000,4.6,1,3,0,70,1965,"Boroondara City Council",-37.8183,145.0194,"Southern Metropolitan","11308"
2,"u",450000,10.5,1,1,0,82,1984.92937297771,"Banyule City Council",-37.7359,145.0563,"Eastern Metropolitan","2947"
3,"h",1375000,9.4,1,1,368,106,1960,"Banyule City Council",-37.7344,145.044,"Eastern Metropolitan","2674"
3,"h",1225000,7.9,1,1,572,130,1930,"Banyule City Council",-37.7709,145.0425,"Eastern Metropolitan","5549"
3,"h",825000,12.8,2,1,630,126,2017,"Brimbank City Council",-37.7378,144.8705,"Western Metropolitan","5629"
4,"h",680000,12.8,2,2,545,130.795498458733,1980.74098083698,"Brimbank City Council",-37.742,144.8523,"Western Metropolitan","5629"
2,"u",460000,4.2,1,1,0,84,2010,"Melbourne City Council",-37.7948,144.9314,"Northern Metropolitan","5263"
2,"u",395000,4.2,1,1,0,80,2002,"Melbourne City Council",-37.7899,144.9231,"Northern Metropolitan","5263"
2,"u",551000,5.6,1,2,0,86,1992,"Boroondara City Council",-37.7925,145.0263,"Southern Metropolitan","10331"
4,"h",2800000,5.6,1,0,919,271.424003863569,1945.8796423898,"Boroondara City Council",-37.8012,145.0297,"Southern Metropolitan","10331"
3,"h",750000,9.2,2,1,782,137.820277821235,1976.31872157192,"Maribyrnong City Council",-37.7829,144.8684,"Western Metropolitan","3873"
2,"u",360000,9.2,2,1,0,90,1980.9181384672,"Maribyrnong City Council",-37.7776,144.8723,"Western Metropolitan","3873"
1,"u",300000,11.2,1,1,0,42,2013,"Stonnington City Council",-37.8764,145.0463,"Southern Metropolitan","8801"
4,"h",1048700,8.7,2,2,452,245,1999,"Maribyrnong City Council",-37.774,144.877,"Western Metropolitan","4918"
1,"u",436000,2.8,1,0,0,91.5179224169329,1984.50793990744,"Melbourne City Council",-37.8159,144.972,"Northern Metropolitan","17496"
2,"h",1025000,4.1,1,0,123,73,1910,"Port Phillip City Council",-37.8551,144.968,"Southern Metropolitan","2019"
3,"h",1250000,6.9,2,1,283,222,2002,"Moonee Valley City Council",-37.7638,144.9175,"Western Metropolitan","6232"
3,"t",870000,6.9,2,2,156,152,2000,"Moonee Valley City Council",-37.7631,144.9357,"Western Metropolitan","6232"
2,"h",801000,6.9,1,0,133,141.883427866717,1972.88414366911,"Moonee Valley City Council",-37.7712,144.9254,"Western Metropolitan","6232"
3,"h",805000,8.4,1,2,322,104,1930,"Hobsons Bay City Council",-37.8422,144.8784,"Western Metropolitan","5498"
2,"h",680000,8.4,1,1,229,101,2000,"Hobsons Bay City Council",-37.8368,144.8768,"Western Metropolitan","5498"
1,"u",370000,5.5,1,1,0,78.4599018098312,1981.48449258194,"Darebin City Council",-37.7635,144.9934,"Northern Metropolitan","11364"
3,"h",1225000,5.5,1,2,307,135,1910,"Darebin City Council",-37.764,144.9976,"Northern Metropolitan","11364"
2,"h",630000,9.9,1,1,602,124.583369284227,1983.22773881385,"Moreland City Council",-37.724,144.9501,"Northern Metropolitan","7485"
2,"t",410000,9.9,1,1,105,88,2014,"Moreland City Council",-37.7233,144.9507,"Northern Metropolitan","7485"
3,"h",600000,9.9,1,4,557,111,1955,"Moreland City Council",-37.7156,144.943,"Northern Metropolitan","7485"
2,"h",1180000,4.5,1,0,214,215,1900,"Stonnington City Council",-37.8577,145.0053,"Southern Metropolitan","7717"
2,"u",510000,4.5,1,1,0,105.48006026315,1999,"Stonnington City Council",-37.8513,144.9943,"Southern Metropolitan","7717"
4,"h",600000,8.8,1,2,236,120.34892798233,1984.36692446162,"Darebin City Council",-37.7456,145.0025,"Northern Metropolitan","14577"
3,"h",600000,11.2,2,2,0,120.34892798233,1984.36692446162,"Darebin City Council",-37.7208,145.0148,"Northern Metropolitan","21650"
3,"h",450000,11.2,2,2,185,94.234373612291,1984.92937297771,"Darebin City Council",-37.7211,145.0147,"Northern Metropolitan","21650"
2,"u",525000,11.2,1,2,284,108.153848006741,2014,"Darebin City Council",-37.705,145.0152,"Northern Metropolitan","21650"
3,"h",692500,11.2,2,2,803,132.18839598915,1980.01662393699,"Darebin City Council",-37.7086,145.0313,"Northern Metropolitan","21650"
4,"h",790000,11.2,2,2,1090,141.063942795597,1973.61687800171,"Darebin City Council",-37.7243,145.0014,"Northern Metropolitan","21650"
3,"h",1650000,2.6,2,1,312,141,1920,"Yarra City Council",-37.8217,145.007,"Northern Metropolitan","14949"
4,"h",970000,6.6,2,1,149,127,1920,"Maribyrnong City Council",-37.8047,144.8948,"Western Metropolitan","2417"
1,"u",480000,2.1,1,1,0,99.9521661021081,2004,"Port Phillip City Council",-37.8369,144.968,"Southern Metropolitan","5943"
3,"t",1185000,2.1,2,1,111,3,1956.76095063833,"Port Phillip City Council",-37.8341,144.9541,"Southern Metropolitan","5943"
1,"u",310000,3.3,1,1,0,37,1970,"Melbourne City Council",-37.8319,144.9876,"Southern Metropolitan","14887"
2,"u",690000,1.2,3,1,0,131.914790397289,2013,"Melbourne City Council",-37.8295,144.9692,"Southern Metropolitan","8400"
2,"u",535000,6.1,1,1,0,70,1930,"Port Phillip City Council",-37.8614,144.9793,"Southern Metropolitan","13240"
3,"h",1205000,9.7,1,2,650,164.485572138427,1956.28177080535,"Moonee Valley City Council",-37.736,144.9202,"Western Metropolitan","3284"
2,"h",535000,9.7,1,1,151,109.898254086069,1985.69388826982,"Moonee Valley City Council",-37.7296,144.9234,"Western Metropolitan","3284"
5,"h",1518000,11.2,2,1,632,231,1950,"Boroondara City Council",-37.8352,145.1023,"Southern Metropolitan","5457"
3,"h",940000,13.8,1,1,661,150.957382537595,1964.55763307831,"Manningham City Council",-37.7611,145.1168,"Eastern Metropolitan","5420"
3,"h",4200000,4.6,4,2,565,331,2005,"Stonnington City Council",-37.8448,145.0123,"Southern Metropolitan","7217"
2,"t",485000,14.9,1,1,184,100.888370270439,1985.6082063138,"Banyule City Council",-37.7143,145.0781,"Northern Metropolitan","2329"
3,"h",745000,7,1,1,325,137.379239732189,1976.65751787531,"Maribyrnong City Council",-37.8195,144.8973,"Western Metropolitan","6543"
4,"h",1158000,7,1,3,411,96,1910,"Maribyrnong City Council",-37.8117,144.8873,"Western Metropolitan","6543"
3,"h",867000,7,1,1,195,146.401168884284,1968.63738463293,"Maribyrnong City Council",-37.8198,144.8904,"Western Metropolitan","6543"
3,"h",998000,4.5,1,2,104,118,2000,"Moreland City Council",-37.7723,144.9761,"Northern Metropolitan","5533"
3,"t",1010000,4.5,2,1,0,133,2014,"Moreland City Council",-37.774,144.9731,"Northern Metropolitan","5533"
4,"h",2033000,1.8,2,2,123,217.882181570001,1945.62570872147,"Melbourne City Council",-37.7998,144.9665,"Northern Metropolitan","6786"
3,"h",617000,12.4,1,1,540,114,1960,"Hume City Council",-37.6973,144.962,"Northern Metropolitan","5070"
2,"u",655250,7.5,1,1,1153,69,1970,"Boroondara City Council",-37.8227,145.0528,"Southern Metropolitan","6482"
2,"t",600000,10.6,1,2,145,120.34892798233,1970,"Banyule City Council",-37.7515,145.0649,"Eastern Metropolitan","2890"
3,"h",655000,10.6,2,2,175,3,1982.07097110114,"Banyule City Council",-37.7514,145.0689,"Eastern Metropolitan","2890"
2,"t",720000,12.1,2,2,1318,135.037346594184,2008,"Glen Eira City Council",-37.8969,145.0654,"Southern Metropolitan","4442"
3,"u",940000,11.8,2,1,382,137,1998,"Glen Eira City Council",-37.9061,145.0478,"Southern Metropolitan","3578"
2,"h",941000,2.5,1,0,181,151.016852550916,1964.50583742249,"Yarra City Council",-37.8041,144.9953,"Northern Metropolitan","4019"
3,"h",1876000,2.5,2,0,245,210,1910,"Yarra City Council",-37.8024,144.9993,"Northern Metropolitan","4019"
6,"h",725000,13.5,3,2,976,186,1980,"Moonee Valley City Council",-37.7239,144.8735,"Western Metropolitan","3464"
2,"t",450000,13.5,1,1,110,90,2015,"Moonee Valley City Council",-37.7216,144.871,"Western Metropolitan","3464"
2,"h",1550000,3.3,1,1,167,180.310739837905,1947.71325371763,"Port Phillip City Council",-37.8405,144.9521,"Southern Metropolitan","3280"
4,"h",2300000,3.3,2,1,153,180,1880,"Port Phillip City Council",-37.8447,144.9523,"Southern Metropolitan","3280"
3,"h",660000,13.8,1,1,602,123,1955,"Hobsons Bay City Council",-37.8616,144.8116,"Western Metropolitan","5301"
3,"h",588000,11.1,1,1,328,118,1970,"Hobsons Bay City Council",-37.838,144.8555,"Western Metropolitan","5132"
5,"h",1525000,6.3,2,2,693,178.86211153922,1948.21853679435,"Stonnington City Council",-37.8638,145.0229,"Southern Metropolitan","4836"
3,"u",735000,6.3,2,1,2113,14,1970,"Stonnington City Council",-37.8543,145.0262,"Southern Metropolitan","4836"
2,"u",825000,6.3,1,1,0,143.593342600676,1971.29954877009,"Stonnington City Council",-37.8528,145.0268,"Southern Metropolitan","4836"
3,"t",1586000,6.3,2,2,246,182.497695264775,1947.04216415524,"Stonnington City Council",-37.8566,145.0116,"Southern Metropolitan","4836"
3,"h",970000,5.9,1,2,350,125,1904,"Moonee Valley City Council",-37.7759,144.91,"Western Metropolitan","6567"
2,"h",940000,5.9,1,1,330,150.957382537595,1964.55763307831,"Moonee Valley City Council",-37.773,144.9049,"Western Metropolitan","6567"
2,"h",751000,5.9,1,1,118,79,1890,"Moonee Valley City Council",-37.7807,144.9288,"Western Metropolitan","6567"
2,"h",950000,5.9,1,1,173,102,1900,"Moonee Valley City Council",-37.7731,144.9206,"Western Metropolitan","6567"
3,"h",1120000,12.2,1,2,723,160.660466594133,1958.16542141095,"Monash City Council",-37.8642,145.1109,"Southern Metropolitan","2894"
4,"h",1160000,10.5,3,2,789,162.532456302157,1957.31292734407,"Moonee Valley City Council",-37.7537,144.8729,"Western Metropolitan","4502"
1,"u",280000,6.6,1,1,0,60.4953611574764,1976.0493298796,"Port Phillip City Council",-37.8733,144.997,"Southern Metropolitan","2952"
3,"h",700000,9.7,1,1,188,110,1970,"Boroondara City Council",-37.8065,145.065,"Southern Metropolitan","5682"
4,"h",2130000,9.7,2,2,664,226.154152373426,1944.48365063432,"Boroondara City Council",-37.8055,145.0699,"Southern Metropolitan","5682"
2,"h",500000,9.7,1,1,0,72,1960,"Boroondara City Council",-37.8162,145.0841,"Southern Metropolitan","5682"
3,"h",2125000,9.7,2,2,699,252,1985,"Boroondara City Council",-37.814,145.0966,"Southern Metropolitan","5682"
6,"h",1505000,9.2,2,2,724,177.741390855668,1948.63640450504,"Boroondara City Council",-37.8021,145.0985,"Southern Metropolitan","7809"
4,"h",1572000,9.2,2,2,662,330,1965,"Boroondara City Council",-37.798,145.1007,"Southern Metropolitan","7809"
4,"h",1500000,9.2,2,2,610,177.466395198926,1948.74118532971,"Boroondara City Council",-37.784,145.0878,"Southern Metropolitan","7809"
4,"t",1400000,9.2,2,1,283,172.454821825666,1950.87991866467,"Boroondara City Council",-37.7982,145.0688,"Southern Metropolitan","7809"
3,"h",1500000,13,2,1,565,222,1940,"Glen Eira City Council",-37.9134,145.0263,"Southern Metropolitan","6795"
3,"h",1215000,13.9,2,3,730,110,1970,"Glen Eira City Council",-37.9119,145.0705,"Southern Metropolitan","10969"
4,"h",1200000,13.9,2,2,619,191,1960,"Glen Eira City Council",-37.9358,145.0688,"Southern Metropolitan","10969"
3,"h",1050000,13.9,2,2,627,140,1950,"Glen Eira City Council",-37.9284,145.0668,"Southern Metropolitan","10969"
